t_step,t_physical,avg_degree,degree_50,degree_90,graph_radius_50,graph_radius_90,graph_diameter_est,reachable_fraction,eff_dist_mean,eff_dist_90,a_graph_90,a_eff_90
4140,414.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1356461507456475,1.6350192831276174,0.9,0.004789592386361966
4150,415.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.0767472719033984,1.0000000000000002,0.9,0.0029293797545922443
4160,416.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1103162029086207,1.3535533905932735,0.9,0.0039650718991636235
4170,417.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1103162029086207,1.3535533905932735,0.9,0.0039650718991636235
4180,418.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.172442383472931,1.6350192831276167,0.9,0.004789592386361965
4190,419.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.172442383472931,1.6350192831276167,0.9,0.004789592386361965
4200,420.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.16124867442969,1.3535533905932737,0.9,0.0039650718991636235
4210,421.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.0742201475144226,1.0000000000000002,0.9,0.0029293797545922443
4220,422.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.10397340814972,1.3535533905932735,0.9,0.0039650718991636235
4230,423.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.114062209814777,1.3535533905932735,0.9,0.0039650718991636235
4240,424.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.106703489026279,1.0000000000000002,0.9,0.0029293797545922443
4250,425.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.106703489026279,1.0000000000000002,0.9,0.0029293797545922443
4260,426.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.0745394217467474,1.0000000000000002,0.9,0.0029293797545922443
4270,427.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1316539208649226,1.3599735202148868,0.9,0.003983878896899035
4280,428.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.0867003906538395,1.0000000000000002,0.9,0.0029293797545922443
4290,429.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.0908912969952143,1.0000000000000002,0.9,0.0029293797545922443
4300,430.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1009800986602718,1.0000000000000002,0.9,0.0029293797545922443
4310,431.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1317493294295027,1.3599735202148873,0.9,0.0039838788968990365
4320,432.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1831570105936884,1.1361790041793778,0.9,0.0033282997724358456
4330,433.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.216725941598911,1.2159761686316404,0.9,0.0035620559704561718
4340,434.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.2134032313122702,1.1361790041793778,0.9,0.0033282997724358456
4350,435.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.4052487637695847,1.0502533746426999,0.9,0.003076590972870508
4360,436.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.4020214620475238,1.0502533746426999,0.9,0.003076590972870508
4370,437.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.3965821791153197,1.0000000000000002,0.9,0.0029293797545922443
4380,438.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.468311622821068,1.0000000000000002,0.9,0.0029293797545922443
4390,439.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.468311622821068,1.0000000000000002,0.9,0.0029293797545922443
4400,440.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.468311622821068,1.0000000000000002,0.9,0.0029293797545922443
4410,441.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,2.511834326947221,1.0000000000000002,0.9,0.0029293797545922443
4420,442.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,2.511834326947221,1.0000000000000002,0.9,0.0029293797545922443
4430,443.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,2.3812060043992243,1.0000000000000002,0.9,0.0029293797545922443
4440,444.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.0461538461538462,1.0000000000000002,0.9,0.0029293797545922443
4450,445.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.0615384615384615,1.0000000000000002,0.9,0.0029293797545922443
4460,446.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.0615384615384615,1.0000000000000002,0.9,0.0029293797545922443
4470,447.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.0615384615384615,1.0000000000000002,0.9,0.0029293797545922443
4480,448.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.0923076923076922,1.0000000000000002,0.9,0.0029293797545922443
4490,449.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.123076923076923,2.0,0.9,0.005858759509184488
4500,450.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1076923076923078,2.0,0.9,0.005858759509184488
4510,451.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.0769230769230769,1.0000000000000002,0.9,0.0029293797545922443
4520,452.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.0769230769230769,1.0000000000000002,0.9,0.0029293797545922443
4530,453.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1076923076923078,2.0,0.9,0.005858759509184488
4540,454.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1258766233129147,1.3535533905932737,0.9,0.0039650718991636235
4550,455.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1386216560013176,1.0000000000000002,0.9,0.0029293797545922443
4560,456.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1386216560013176,1.0000000000000002,0.9,0.0029293797545922443
4570,457.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1386216560013176,1.0000000000000002,0.9,0.0029293797545922443
4580,458.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.0797227771590687,1.0000000000000002,0.9,0.0029293797545922443
4590,459.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.0797227771590687,1.0000000000000002,0.9,0.0029293797545922443
4600,460.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1535060110140436,1.0000000000000002,0.9,0.0029293797545922443
4610,461.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1800094704239044,1.0000000000000002,0.9,0.0029293797545922443
4620,462.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1800094704239044,1.0000000000000002,0.9,0.0029293797545922443
4630,463.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1711670807499606,1.0000000000000002,0.9,0.0029293797545922443
4640,464.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.2009203413852574,1.0000000000000002,0.9,0.0029293797545922443
4650,465.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.2009203413852574,1.0000000000000002,0.9,0.0029293797545922443
4660,466.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1781770052121439,1.0000000000000002,0.9,0.0029293797545922443
4670,467.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.2324363292966964,1.0000000000000002,0.9,0.0029293797545922443
4680,468.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.2324363292966964,1.0000000000000002,0.9,0.0029293797545922443
4690,469.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.2324363292966964,1.0000000000000002,0.9,0.0029293797545922443
4700,470.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.229604879443337,1.0000000000000002,0.9,0.0029293797545922443
4710,471.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.229604879443337,1.0000000000000002,0.9,0.0029293797545922443
4720,472.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.2631738104485595,1.0000000000000002,0.9,0.0029293797545922443
4730,473.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.288503758285586,1.0000000000000002,0.9,0.0029293797545922443
4740,474.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.288503758285586,1.0000000000000002,0.9,0.0029293797545922443
4750,475.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.3622869921405611,1.1334963596997494,0.9,0.0033204412880084534
4760,476.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.530684937155529,1.1334963596997494,0.9,0.0033204412880084534
4770,477.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.5153003217709136,1.0612817913996113,0.9,0.00310889739364341
4780,478.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.2642532320359845,1.0000000000000002,0.9,0.0029293797545922443
4790,479.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.2612566450959943,1.0000000000000002,0.9,0.0029293797545922443
4800,480.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.2612566450959943,1.0000000000000002,0.9,0.0029293797545922443
4810,481.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.2612566450959943,1.0000000000000002,0.9,0.0029293797545922443
4820,482.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.245872029711379,1.0000000000000002,0.9,0.0029293797545922443
4830,483.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.245872029711379,1.0000000000000002,0.9,0.0029293797545922443
4840,484.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1613975533172278,1.0000000000000002,0.9,0.0029293797545922443
4850,485.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1460129379326125,1.0000000000000002,0.9,0.0029293797545922443
4860,486.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1460129379326125,1.0000000000000002,0.9,0.0029293797545922443
4870,487.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.1767821687018432,1.0000000000000002,0.9,0.0029293797545922443
4880,488.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.4581833822542325,1.0404179181561077,0.9,0.003047779185761512
4890,489.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.4427987668696172,1.0000000000000002,0.9,0.0029293797545922443
4900,490.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.4274141514850018,1.0000000000000002,0.9,0.0029293797545922443
4910,491.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.4274141514850018,1.0000000000000002,0.9,0.0029293797545922443
4920,492.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.4274141514850018,1.0000000000000002,0.9,0.0029293797545922443
4930,493.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.4274141514850018,1.0000000000000002,0.9,0.0029293797545922443
4940,494.0,1.015625,1.0,1.0,0.5,0.9,1.0,0.015625,1.4274141514850018,1.0000000000000002,0.9,0.0029293797545922443
4950,495.0,1.0,1.0,1.0,0.5,0.9,1.0,0.015625,1.0470019640993442,1.0000000000000002,0.9,0.0029293797545922443
4960,496.0,1.0,1.0,1.0,0.5,0.9,1.0,0.015625,1.0313769640993442,1.0000000000000002,0.9,0.0029293797545922443
4970,497.0,1.0,1.0,1.0,0.5,0.9,1.0,0.015625,1.0626269640993442,1.0000000000000002,0.9,0.0029293797545922443
4980,498.0,1.0,1.0,1.0,0.5,0.9,1.0,0.015625,1.0626269640993442,1.0000000000000002,0.9,0.0029293797545922443
4990,499.0,1.0,1.0,1.0,0.5,0.9,1.0,0.015625,1.0470019640993442,1.0000000000000002,0.9,0.0029293797545922443
5000,500.0,1.0,1.0,1.0,0.5,0.9,1.0,0.015625,1.0470019640993442,1.0000000000000002,0.9,0.0029293797545922443
